序號,答案
20240124110008,583.38978
20240124111008,537.23746
20240124112008,537.98238
20240124113008,575.3863
20240124114008,520.49163
20240124115008,436.25488
20240124120008,457.7609
20240124121008,460.84549
20240124122008,550.64605
20240124123008,462.33885
20240124124008,375.53169
20240124125008,367.74132
20240124130008,386.39293
20240124131008,383.83366
20240124132008,396.33081
20240124133008,393.47036
20240124134008,402.09667
20240124135008,401.3951
20240124140008,284.9202
20240124141008,266.69268
20240124142008,263.39119
20240124143008,263.192
20240124144008,255.20032
20240124145008,259.68734
20240124150008,302.94174
20240124151008,317.24364
20240124152008,323.10133
20240124153008,256.38097
20240124154008,237.20243
20240124155008,244.05036
20240124160008,751.02651
20240124161008,890.30108
20240124162008,967.14242
20240124163008,964.30448
20240124164008,932.62259
20240124165008,806.69662
20240128090008,189.02375
20240128091008,210.87905
20240128092008,240.4104
20240128093008,250.65799
20240128094008,317.75446
20240128095008,297.30639
20240128100008,329.15046
20240128101008,540.27583
20240128102008,590.02209
20240128103008,577.00763
20240128104008,577.2071
20240128105008,615.08645
20240128110008,583.38978
20240128111008,537.23746
20240128112008,537.98238
20240128113008,575.3863
20240128114008,520.49163
20240128115008,436.25488
20240128120008,457.7609
20240128121008,460.84549
20240128122008,550.64605
20240128123008,462.33885
20240128124008,375.53169
20240128125008,367.74132
20240128130008,386.39293
20240128131008,383.83366
20240128132008,396.33081
20240128133008,393.47036
20240128134008,402.09667
20240128135008,401.3951
20240128140008,284.9202
20240128141008,266.69268
20240128142008,263.39119
20240128143008,263.192
20240128144008,255.20032
20240128145008,259.68734
20240128150008,302.94174
20240128151008,317.24364
20240128152008,323.10133
20240128153008,256.38097
20240128154008,237.20243
20240128155008,244.05036
20240128160008,751.02651
20240128161008,890.30108
20240128162008,967.14242
20240128163008,964.30448
20240128164008,932.62259
20240128165008,806.69662
20240204090008,198.15687
20240204091008,241.4471
20240204092008,279.09466
20240204093008,274.86236
20240204094008,331.33686
20240204095008,438.71206
20240204100008,523.70707
20240204101008,635.89026
20240204102008,590.74063
20240204103008,572.83912
20240204104008,571.32613
20240204105008,609.92493
20240204110008,583.38978
20240204111008,537.23746
20240204112008,537.98238
20240204113008,575.3863
20240204114008,520.49163
20240204115008,436.25488
20240204120008,457.7609
20240204121008,460.84549
20240204122008,550.64605
20240204123008,462.33885
20240204124008,375.53169
20240204125008,367.74132
20240204130008,386.39293
20240204131008,383.83366
20240204132008,396.33081
20240204133008,393.47036
20240204134008,402.09667
20240204135008,401.3951
20240204140008,284.9202
20240204141008,266.69268
20240204142008,263.39119
20240204143008,263.192
20240204144008,255.20032
20240204145008,259.68734
20240204150008,302.94174
20240204151008,317.24364
20240204152008,323.10133
20240204153008,256.38097
20240204154008,237.20243
20240204155008,244.05036
20240204160008,751.02651
20240204161008,890.30108
20240204162008,967.14242
20240204163008,964.30448
20240204164008,932.62259
20240204165008,806.69662
20240218090008,223.16497
20240218091008,232.97206
20240218092008,253.73647
20240218093008,245.06406
20240218094008,256.54564
20240218095008,446.89634
20240218100008,543.39921
20240218101008,623.48254
20240218102008,599.06965
20240218103008,574.60359
20240218104008,578.25249
20240218105008,614.79551
20240218110008,583.38978
20240218111008,537.23746
20240218112008,537.98238
20240218113008,575.3863
20240218114008,520.49163
20240218115008,436.25488
20240218120008,457.7609
20240218121008,460.84549
20240218122008,550.64605
20240218123008,462.33885
20240218124008,375.53169
20240218125008,367.74132
20240218130008,386.39293
20240218131008,383.83366
20240218132008,396.33081
20240218133008,393.47036
20240218134008,402.09667
20240218135008,401.3951
20240218140008,284.9202
20240218141008,266.69268
20240218142008,263.39119
20240218143008,263.192
20240218144008,255.20032
20240218145008,259.68734
20240218150008,302.94174
20240218151008,317.24364
20240218152008,323.10133
20240218153008,256.38097
20240218154008,237.20243
20240218155008,244.05036
20240218160008,751.02651
20240218161008,890.30108
20240218162008,967.14242
20240218163008,964.30448
20240218164008,932.62259
20240218165008,806.69662
20240305090008,194.8046
20240305091008,204.6889
20240305092008,223.368
20240305093008,234.82422
20240305094008,541.2669
20240305095008,701.1987
20240305100008,517.46553
20240305101008,563.57602
20240305102008,573.02526
20240305103008,497.99909
20240305104008,509.03583
20240305105008,652.41667
20240305110008,583.38978
20240305111008,537.23746
20240305112008,537.98238
20240305113008,575.3863
20240305114008,520.49163
20240305115008,436.25488
20240305120008,457.7609
20240305121008,460.84549
20240305122008,550.64605
20240305123008,462.33885
20240305124008,375.53169
20240305125008,367.74132
20240305130008,386.39293
20240305131008,383.83366
20240305132008,396.33081
20240305133008,393.47036
20240305134008,402.09667
20240305135008,401.3951
20240305140008,284.9202
20240305141008,266.69268
20240305142008,263.39119
20240305143008,263.192
20240305144008,255.20032
20240305145008,259.68734
20240305150008,302.94174
20240305151008,317.24364
20240305152008,323.10133
20240305153008,256.38097
20240305154008,237.20243
20240305155008,244.05036
20240305160008,751.02651
20240305161008,890.30108
20240305162008,967.14242
20240305163008,964.30448
20240305164008,932.62259
20240305165008,806.69662
20240325090008,208.16884
20240325091008,275.75383
20240325092008,295.5829
20240325093008,243.05606
20240325094008,239.02271
20240325095008,473.2497
20240325100008,563.3973
20240325101008,638.45672
20240325102008,597.08095
20240325103008,578.7889
20240325104008,559.04229
20240325105008,610.64117
20240325110008,583.38978
20240325111008,537.23746
20240325112008,537.98238
20240325113008,575.3863
20240325114008,520.49163
20240325115008,436.25488
20240325120008,457.7609
20240325121008,460.84549
20240325122008,550.64605
20240325123008,462.33885
20240325124008,375.53169
20240325125008,367.74132
20240325130008,386.39293
20240325131008,383.83366
20240325132008,396.33081
20240325133008,393.47036
20240325134008,402.09667
20240325135008,401.3951
20240325140008,284.9202
20240325141008,266.69268
20240325142008,263.39119
20240325143008,263.192
20240325144008,255.20032
20240325145008,259.68734
20240325150008,302.94174
20240325151008,317.24364
20240325152008,323.10133
20240325153008,256.38097
20240325154008,237.20243
20240325155008,244.05036
20240325160008,751.02651
20240325161008,890.30108
20240325162008,967.14242
20240325163008,964.30448
20240325164008,932.62259
20240325165008,806.69662
20240518090008,194.01473
20240518091008,210.91127
20240518092008,281.81835
20240518093008,241.55433
20240518094008,300.87579
20240518095008,389.70794
20240518100008,519.32033
20240518101008,671.16477
20240518102008,596.70902
20240518103008,578.9827
20240518104008,572.22613
20240518105008,616.48405
20240518110008,583.38978
20240518111008,537.23746
20240518112008,537.98238
20240518113008,575.3863
20240518114008,520.49163
20240518115008,436.25488
20240518120008,457.7609
20240518121008,460.84549
20240518122008,550.64605
20240518123008,462.33885
20240518124008,375.53169
20240518125008,367.74132
20240518130008,386.39293
20240518131008,383.83366
20240518132008,396.33081
20240518133008,393.47036
20240518134008,402.09667
20240518135008,401.3951
20240518140008,284.9202
20240518141008,266.69268
20240518142008,263.39119
20240518143008,263.192
20240518144008,255.20032
20240518145008,259.68734
20240518150008,302.94174
20240518151008,317.24364
20240518152008,323.10133
20240518153008,256.38097
20240518154008,237.20243
20240518155008,244.05036
20240518160008,751.02651
20240518161008,890.30108
20240518162008,967.14242
20240518163008,964.30448
20240518164008,932.62259
20240518165008,806.69662
20240526090008,199.02983
20240526091008,229.60239
20240526092008,242.43557
20240526093008,244.43106
20240526094008,295.9716
20240526095008,483.08809
20240526100008,557.49418
20240526101008,692.0238
20240526102008,591.27521
20240526103008,576.05043
20240526104008,568.61516
20240526105008,614.0545
20240526110008,583.38978
20240526111008,537.23746
20240526112008,537.98238
20240526113008,575.3863
20240526114008,520.49163
20240526115008,436.25488
20240526120008,457.7609
20240526121008,460.84549
20240526122008,550.64605
20240526123008,462.33885
20240526124008,375.53169
20240526125008,367.74132
20240526130008,386.39293
20240526131008,383.83366
20240526132008,396.33081
20240526133008,393.47036
20240526134008,402.09667
20240526135008,401.3951
20240526140008,284.9202
20240526141008,266.69268
20240526142008,263.39119
20240526143008,263.192
20240526144008,255.20032
20240526145008,259.68734
20240526150008,302.94174
20240526151008,317.24364
20240526152008,323.10133
20240526153008,256.38097
20240526154008,237.20243
20240526155008,244.05036
20240526160008,751.02651
20240526161008,890.30108
20240526162008,967.14242
20240526163008,964.30448
20240526164008,932.62259
20240526165008,806.69662
20240529090008,204.13219
20240529091008,214.26739
20240529092008,240.91534
20240529093008,234.53827
20240529094008,239.18405
20240529095008,539.73915
20240529100008,559.91539
20240529101008,637.43742
20240529102008,597.60347
20240529103008,577.99912
20240529104008,557.54091
20240529105008,603.88444
20240529110008,583.38978
20240529111008,537.23746
20240529112008,537.98238
20240529113008,575.3863
20240529114008,520.49163
20240529115008,436.25488
20240529120008,457.7609
20240529121008,460.84549
20240529122008,550.64605
20240529123008,462.33885
20240529124008,375.53169
20240529125008,367.74132
20240529130008,386.39293
20240529131008,383.83366
20240529132008,396.33081
20240529133008,393.47036
20240529134008,402.09667
20240529135008,401.3951
20240529140008,284.9202
20240529141008,266.69268
20240529142008,263.39119
20240529143008,263.192
20240529144008,255.20032
20240529145008,259.68734
20240529150008,302.94174
20240529151008,317.24364
20240529152008,323.10133
20240529153008,256.38097
20240529154008,237.20243
20240529155008,244.05036
20240529160008,751.02651
20240529161008,890.30108
20240529162008,967.14242
20240529163008,964.30448
20240529164008,932.62259
20240529165008,806.69662
20240607090008,200.53911
20240607091008,241.4762
20240607092008,240.07936
20240607093008,235.0626
20240607094008,280.55362
20240607095008,483.06718
20240607100008,476.15411
20240607101008,569.74634
20240607102008,560.28351
20240607103008,554.80515
20240607104008,556.33765
20240607105008,612.29077
20240607110008,583.38978
20240607111008,537.23746
20240607112008,537.98238
20240607113008,575.3863
20240607114008,520.49163
20240607115008,436.25488
20240607120008,457.7609
20240607121008,460.84549
20240607122008,550.64605
20240607123008,462.33885
20240607124008,375.53169
20240607125008,367.74132
20240607130008,386.39293
20240607131008,383.83366
20240607132008,396.33081
20240607133008,393.47036
20240607134008,402.09667
20240607135008,401.3951
20240607140008,284.9202
20240607141008,266.69268
20240607142008,263.39119
20240607143008,263.192
20240607144008,255.20032
20240607145008,259.68734
20240607150008,302.94174
20240607151008,317.24364
20240607152008,323.10133
20240607153008,256.38097
20240607154008,237.20243
20240607155008,244.05036
20240607160008,751.02651
20240607161008,890.30108
20240607162008,967.14242
20240607163008,964.30448
20240607164008,932.62259
20240607165008,806.69662
20240613090008,199.0798
20240613091008,214.86163
20240613092008,230.37369
20240613093008,229.29518
20240613094008,286.52251
20240613095008,495.40738
20240613100008,483.75974
20240613101008,601.42972
20240613102008,568.77685
20240613103008,561.43068
20240613104008,555.8782
20240613105008,611.88863
20240613110008,583.38978
20240613111008,537.23746
20240613112008,537.98238
20240613113008,575.3863
20240613114008,520.49163
20240613115008,436.25488
20240613120008,457.7609
20240613121008,460.84549
20240613122008,550.64605
20240613123008,462.33885
20240613124008,375.53169
20240613125008,367.74132
20240613130008,386.39293
20240613131008,383.83366
20240613132008,396.33081
20240613133008,393.47036
20240613134008,402.09667
20240613135008,401.3951
20240613140008,284.9202
20240613141008,266.69268
20240613142008,263.39119
20240613143008,263.192
20240613144008,255.20032
20240613145008,259.68734
20240613150008,302.94174
20240613151008,317.24364
20240613152008,323.10133
20240613153008,256.38097
20240613154008,237.20243
20240613155008,244.05036
20240613160008,751.02651
20240613161008,890.30108
20240613162008,967.14242
20240613163008,964.30448
20240613164008,932.62259
20240613165008,806.69662
20240628090008,224.60213
20240628091008,229.63067
20240628092008,297.98245
20240628093008,468.29056
20240628094008,545.79516
20240628095008,532.76171
20240628100008,536.40012
20240628101008,707.2432
20240628102008,644.96664
20240628103008,564.88765
20240628104008,564.30249
20240628105008,580.74601
20240628110008,583.38978
20240628111008,537.23746
20240628112008,537.98238
20240628113008,575.3863
20240628114008,520.49163
20240628115008,436.25488
20240628120008,457.7609
20240628121008,460.84549
20240628122008,550.64605
20240628123008,462.33885
20240628124008,375.53169
20240628125008,367.74132
20240628130008,386.39293
20240628131008,383.83366
20240628132008,396.33081
20240628133008,393.47036
20240628134008,402.09667
20240628135008,401.3951
20240628140008,284.9202
20240628141008,266.69268
20240628142008,263.39119
20240628143008,263.192
20240628144008,255.20032
20240628145008,259.68734
20240628150008,302.94174
20240628151008,317.24364
20240628152008,323.10133
20240628153008,256.38097
20240628154008,237.20243
20240628155008,244.05036
20240628160008,751.02651
20240628161008,890.30108
20240628162008,967.14242
20240628163008,964.30448
20240628164008,932.62259
20240628165008,806.69662
20240705090008,212.5672
20240705091008,307.36051
20240705092008,383.89139
20240705093008,561.83472
20240705094008,572.65128
20240705095008,638.3129
20240705100008,622.18231
20240705101008,631.50659
20240705102008,601.30922
20240705103008,547.9744
20240705104008,541.33348
20240705105008,596.15732
20240705110008,583.38978
20240705111008,537.23746
20240705112008,537.98238
20240705113008,575.3863
20240705114008,520.49163
20240705115008,436.25488
20240705120008,457.7609
20240705121008,460.84549
20240705122008,550.64605
20240705123008,462.33885
20240705124008,375.53169
20240705125008,367.74132
20240705130008,386.39293
20240705131008,383.83366
20240705132008,396.33081
20240705133008,393.47036
20240705134008,402.09667
20240705135008,401.3951
20240705140008,284.9202
20240705141008,266.69268
20240705142008,263.39119
20240705143008,263.192
20240705144008,255.20032
20240705145008,259.68734
20240705150008,302.94174
20240705151008,317.24364
20240705152008,323.10133
20240705153008,256.38097
20240705154008,237.20243
20240705155008,244.05036
20240705160008,751.02651
20240705161008,890.30108
20240705162008,967.14242
20240705163008,964.30448
20240705164008,932.62259
20240705165008,806.69662
20240709090008,204.65785
20240709091008,251.05232
20240709092008,327.97985
20240709093008,459.17037
20240709094008,416.53679
20240709095008,639.88297
20240709100008,584.58168
20240709101008,625.34978
20240709102008,601.21167
20240709103008,546.65402
20240709104008,543.72907
20240709105008,591.42772
20240709110008,583.38978
20240709111008,537.23746
20240709112008,537.98238
20240709113008,575.3863
20240709114008,520.49163
20240709115008,436.25488
20240709120008,457.7609
20240709121008,460.84549
20240709122008,550.64605
20240709123008,462.33885
20240709124008,375.53169
20240709125008,367.74132
20240709130008,386.39293
20240709131008,383.83366
20240709132008,396.33081
20240709133008,393.47036
20240709134008,402.09667
20240709135008,401.3951
20240709140008,284.9202
20240709141008,266.69268
20240709142008,263.39119
20240709143008,263.192
20240709144008,255.20032
20240709145008,259.68734
20240709150008,302.94174
20240709151008,317.24364
20240709152008,323.10133
20240709153008,256.38097
20240709154008,237.20243
20240709155008,244.05036
20240709160008,751.02651
20240709161008,890.30108
20240709162008,967.14242
20240709163008,964.30448
20240709164008,932.62259
20240709165008,806.69662
20240715090008,252.3188
20240715091008,244.41789
20240715092008,322.02774
20240715093008,475.44275
20240715094008,544.06703
20240715095008,526.62338
20240715100008,572.67143
20240715101008,711.11233
20240715102008,643.1554
20240715103008,562.52807
20240715104008,562.31976
20240715105008,582.16393
20240715110008,583.38978
20240715111008,537.23746
20240715112008,537.98238
20240715113008,575.3863
20240715114008,520.49163
20240715115008,436.25488
20240715120008,457.7609
20240715121008,460.84549
20240715122008,550.64605
20240715123008,462.33885
20240715124008,375.53169
20240715125008,367.74132
20240715130008,386.39293
20240715131008,383.83366
20240715132008,396.33081
20240715133008,393.47036
20240715134008,402.09667
20240715135008,401.3951
20240715140008,284.9202
20240715141008,266.69268
20240715142008,263.39119
20240715143008,263.192
20240715144008,255.20032
20240715145008,259.68734
20240715150008,302.94174
20240715151008,317.24364
20240715152008,323.10133
20240715153008,256.38097
20240715154008,237.20243
20240715155008,244.05036
20240715160008,751.02651
20240715161008,890.30108
20240715162008,967.14242
20240715163008,964.30448
20240715164008,932.62259
20240715165008,806.69662
20240719090008,225.63001
20240719091008,286.55757
20240719092008,380.24363
20240719093008,397.64363
20240719094008,395.59377
20240719095008,582.14676
20240719100008,614.53982
20240719101008,645.22058
20240719102008,624.58916
20240719103008,547.16834
20240719104008,551.41868
20240719105008,586.38088
20240719110008,583.38978
20240719111008,537.23746
20240719112008,537.98238
20240719113008,575.3863
20240719114008,520.49163
20240719115008,436.25488
20240719120008,457.7609
20240719121008,460.84549
20240719122008,550.64605
20240719123008,462.33885
20240719124008,375.53169
20240719125008,367.74132
20240719130008,386.39293
20240719131008,383.83366
20240719132008,396.33081
20240719133008,393.47036
20240719134008,402.09667
20240719135008,401.3951
20240719140008,284.9202
20240719141008,266.69268
20240719142008,263.39119
20240719143008,263.192
20240719144008,255.20032
20240719145008,259.68734
20240719150008,302.94174
20240719151008,317.24364
20240719152008,323.10133
20240719153008,256.38097
20240719154008,237.20243
20240719155008,244.05036
20240719160008,751.02651
20240719161008,890.30108
20240719162008,967.14242
20240719163008,964.30448
20240719164008,932.62259
20240719165008,806.69662
20240309090009,217.20402
20240309091009,244.74896
20240309092009,222.973
20240309093009,234.44669
20240309094009,397.15998
20240309095009,608.46042
20240309100009,364.34037
20240309101009,495.45291
20240309102009,599.66635
20240309103009,580.99671
20240309104009,555.8642
20240309105009,604.27469
20240309110009,583.38978
20240309111009,537.23746
20240309112009,537.98238
20240309113009,575.3863
20240309114009,520.49163
20240309115009,436.25488
20240309120009,457.7609
20240309121009,460.84549
20240309122009,550.64605
20240309123009,462.33885
20240309124009,375.53169
20240309125009,367.74132
20240309130009,386.39293
20240309131009,383.83366
20240309132009,396.33081
20240309133009,393.47036
20240309134009,402.09667
20240309135009,401.3951
20240309140009,284.9202
20240309141009,266.69268
20240309142009,263.39119
20240309143009,263.192
20240309144009,255.20032
20240309145009,259.68734
20240309150009,302.94174
20240309151009,317.24364
20240309152009,323.10133
20240309153009,256.38097
20240309154009,237.20243
20240309155009,244.05036
20240309160009,751.02651
20240309161009,890.30108
20240309162009,967.14242
20240309163009,964.30448
20240309164009,932.62259
20240309165009,806.69662
20240314090009,192.94998
20240314091009,241.00672
20240314092009,222.95872
20240314093009,232.39667
20240314094009,355.5467
20240314095009,489.29589
20240314100009,320.1012
20240314101009,496.6104
20240314102009,578.0553
20240314103009,578.2581
20240314104009,557.15699
20240314105009,614.65485
20240314110009,583.38978
20240314111009,537.23746
20240314112009,537.98238
20240314113009,575.3863
20240314114009,520.49163
20240314115009,436.25488
20240314120009,457.7609
20240314121009,460.84549
20240314122009,550.64605
20240314123009,462.33885
20240314124009,375.53169
20240314125009,367.74132
20240314130009,386.39293
20240314131009,383.83366
20240314132009,396.33081
20240314133009,393.47036
20240314134009,402.09667
20240314135009,401.3951
20240314140009,284.9202
20240314141009,266.69268
20240314142009,263.39119
20240314143009,263.192
20240314144009,255.20032
20240314145009,259.68734
20240314150009,302.94174
20240314151009,317.24364
20240314152009,323.10133
20240314153009,256.38097
20240314154009,237.20243
20240314155009,244.05036
20240314160009,751.02651
20240314161009,890.30108
20240314162009,967.14242
20240314163009,964.30448
20240314164009,932.62259
20240314165009,806.69662
20240414090009,364.90343
20240414091009,249.8867
20240414092009,243.09769
20240414093009,274.79179
20240414094009,495.75913
20240414095009,472.98972
20240414100009,522.54711
20240414101009,696.23921
20240414102009,677.73614
20240414103009,564.29493
20240414104009,560.20066
20240414105009,578.51716
20240414110009,583.38978
20240414111009,537.23746
20240414112009,537.98238
20240414113009,575.3863
20240414114009,520.49163
20240414115009,436.25488
20240414120009,457.7609
20240414121009,460.84549
20240414122009,550.64605
20240414123009,462.33885
20240414124009,375.53169
20240414125009,367.74132
20240414130009,386.39293
20240414131009,383.83366
20240414132009,396.33081
20240414133009,393.47036
20240414134009,402.09667
20240414135009,401.3951
20240414140009,284.9202
20240414141009,266.69268
20240414142009,263.39119
20240414143009,263.192
20240414144009,255.20032
20240414145009,259.68734
20240414150009,302.94174
20240414151009,317.24364
20240414152009,323.10133
20240414153009,256.38097
20240414154009,237.20243
20240414155009,244.05036
20240414160009,751.02651
20240414161009,890.30108
20240414162009,967.14242
20240414163009,964.30448
20240414164009,932.62259
20240414165009,806.69662
20240506090009,214.12134
20240506091009,216.40175
20240506092009,280.82983
20240506093009,287.22596
20240506094009,352.10299
20240506095009,440.84449
20240506100009,547.63552
20240506101009,676.18291
20240506102009,640.7687
20240506103009,549.77237
20240506104009,556.65725
20240506105009,585.69837
20240506110009,583.38978
20240506111009,537.23746
20240506112009,537.98238
20240506113009,575.3863
20240506114009,520.49163
20240506115009,436.25488
20240506120009,457.7609
20240506121009,460.84549
20240506122009,550.64605
20240506123009,462.33885
20240506124009,375.53169
20240506125009,367.74132
20240506130009,386.39293
20240506131009,383.83366
20240506132009,396.33081
20240506133009,393.47036
20240506134009,402.09667
20240506135009,401.3951
20240506140009,284.9202
20240506141009,266.69268
20240506142009,263.39119
20240506143009,263.192
20240506144009,255.20032
20240506145009,259.68734
20240506150009,302.94174
20240506151009,317.24364
20240506152009,323.10133
20240506153009,256.38097
20240506154009,237.20243
20240506155009,244.05036
20240506160009,751.02651
20240506161009,890.30108
20240506162009,967.14242
20240506163009,964.30448
20240506164009,932.62259
20240506165009,806.69662
20240526090009,201.15015
20240526091009,223.59028
20240526092009,235.86476
20240526093009,237.22343
20240526094009,277.30992
20240526095009,522.51538
20240526100009,581.83253
20240526101009,701.20028
20240526102009,598.84779
20240526103009,578.67086
20240526104009,563.62253
20240526105009,609.92493
20240526110009,583.38978
20240526111009,537.23746
20240526112009,537.98238
20240526113009,575.3863
20240526114009,520.49163
20240526115009,436.25488
20240526120009,457.7609
20240526121009,460.84549
20240526122009,550.64605
20240526123009,462.33885
20240526124009,375.53169
20240526125009,367.74132
20240526130009,386.39293
20240526131009,383.83366
20240526132009,396.33081
20240526133009,393.47036
20240526134009,402.09667
20240526135009,401.3951
20240526140009,284.9202
20240526141009,266.69268
20240526142009,263.39119
20240526143009,263.192
20240526144009,255.20032
20240526145009,259.68734
20240526150009,302.94174
20240526151009,317.24364
20240526152009,323.10133
20240526153009,256.38097
20240526154009,237.20243
20240526155009,244.05036
20240526160009,751.02651
20240526161009,890.30108
20240526162009,967.14242
20240526163009,964.30448
20240526164009,932.62259
20240526165009,806.69662
20240614090009,199.82697
20240614091009,271.98229
20240614092009,231.51676
20240614093009,228.89051
20240614094009,258.6252
20240614095009,681.17088
20240614100009,508.87427
20240614101009,566.82557
20240614102009,571.6677
20240614103009,569.07271
20240614104009,552.91857
20240614105009,592.14257
20240614110009,583.38978
20240614111009,537.23746
20240614112009,537.98238
20240614113009,575.3863
20240614114009,520.49163
20240614115009,436.25488
20240614120009,457.7609
20240614121009,460.84549
20240614122009,550.64605
20240614123009,462.33885
20240614124009,375.53169
20240614125009,367.74132
20240614130009,386.39293
20240614131009,383.83366
20240614132009,396.33081
20240614133009,393.47036
20240614134009,402.09667
20240614135009,401.3951
20240614140009,284.9202
20240614141009,266.69268
20240614142009,263.39119
20240614143009,263.192
20240614144009,255.20032
20240614145009,259.68734
20240614150009,302.94174
20240614151009,317.24364
20240614152009,323.10133
20240614153009,256.38097
20240614154009,237.20243
20240614155009,244.05036
20240614160009,751.02651
20240614161009,890.30108
20240614162009,967.14242
20240614163009,964.30448
20240614164009,932.62259
20240614165009,806.69662
20240621090009,237.44864
20240621091009,232.36843
20240621092009,316.79507
20240621093009,532.40814
20240621094009,494.40847
20240621095009,571.5125
20240621100009,551.47575
20240621101009,672.51836
20240621102009,641.82433
20240621103009,558.11056
20240621104009,556.06667
20240621105009,583.67566
20240621110009,583.38978
20240621111009,537.23746
20240621112009,537.98238
20240621113009,575.3863
20240621114009,520.49163
20240621115009,436.25488
20240621120009,457.7609
20240621121009,460.84549
20240621122009,550.64605
20240621123009,462.33885
20240621124009,375.53169
20240621125009,367.74132
20240621130009,386.39293
20240621131009,383.83366
20240621132009,396.33081
20240621133009,393.47036
20240621134009,402.09667
20240621135009,401.3951
20240621140009,284.9202
20240621141009,266.69268
20240621142009,263.39119
20240621143009,263.192
20240621144009,255.20032
20240621145009,259.68734
20240621150009,302.94174
20240621151009,317.24364
20240621152009,323.10133
20240621153009,256.38097
20240621154009,237.20243
20240621155009,244.05036
20240621160009,751.02651
20240621161009,890.30108
20240621162009,967.14242
20240621163009,964.30448
20240621164009,932.62259
20240621165009,806.69662
20240628090009,373.5352
20240628091009,291.26641
20240628092009,202.20156
20240628093009,524.8696
20240628094009,606.10808
20240628095009,583.01327
20240628100009,508.12411
20240628101009,687.78775
20240628102009,662.93923
20240628103009,569.39921
20240628104009,556.4191
20240628105009,575.03818
20240628110009,583.38978
20240628111009,537.23746
20240628112009,537.98238
20240628113009,575.3863
20240628114009,520.49163
20240628115009,436.25488
20240628120009,457.7609
20240628121009,460.84549
20240628122009,550.64605
20240628123009,462.33885
20240628124009,375.53169
20240628125009,367.74132
20240628130009,386.39293
20240628131009,383.83366
20240628132009,396.33081
20240628133009,393.47036
20240628134009,402.09667
20240628135009,401.3951
20240628140009,284.9202
20240628141009,266.69268
20240628142009,263.39119
20240628143009,263.192
20240628144009,255.20032
20240628145009,259.68734
20240628150009,302.94174
20240628151009,317.24364
20240628152009,323.10133
20240628153009,256.38097
20240628154009,237.20243
20240628155009,244.05036
20240628160009,751.02651
20240628161009,890.30108
20240628162009,967.14242
20240628163009,964.30448
20240628164009,932.62259
20240628165009,806.69662
20240717090009,236.70909
20240717091009,282.27131
20240717092009,328.30646
20240717093009,355.95081
20240717094009,467.52058
20240717095009,638.67103
20240717100009,558.62006
20240717101009,601.5303
20240717102009,634.62012
20240717103009,547.16834
20240717104009,520.56766
20240717105009,587.82953
20240717110009,583.38978
20240717111009,537.23746
20240717112009,537.98238
20240717113009,575.3863
20240717114009,520.49163
20240717115009,436.25488
20240717120009,457.7609
20240717121009,460.84549
20240717122009,550.64605
20240717123009,462.33885
20240717124009,375.53169
20240717125009,367.74132
20240717130009,386.39293
20240717131009,383.83366
20240717132009,396.33081
20240717133009,393.47036
20240717134009,402.09667
20240717135009,401.3951
20240717140009,284.9202
20240717141009,266.69268
20240717142009,263.39119
20240717143009,263.192
20240717144009,255.20032
20240717145009,259.68734
20240717150009,302.94174
20240717151009,317.24364
20240717152009,323.10133
20240717153009,256.38097
20240717154009,237.20243
20240717155009,244.05036
20240717160009,751.02651
20240717161009,890.30108
20240717162009,967.14242
20240717163009,964.30448
20240717164009,932.62259
20240717165009,806.69662
20240316090010,476.38563
20240316091010,302.94172
20240316092010,252.92637
20240316093010,277.4373
20240316094010,520.4321
20240316095010,477.35256
20240316100010,562.64853
20240316101010,681.81172
20240316102010,660.59256
20240316103010,556.79079
20240316104010,538.82155
20240316105010,581.32265
20240316110010,583.38978
20240316111010,537.23746
20240316112010,537.98238
20240316113010,575.3863
20240316114010,520.49163
20240316115010,436.25488
20240316120010,457.7609
20240316121010,460.84549
20240316122010,550.64605
20240316123010,462.33885
20240316124010,375.53169
20240316125010,367.74132
20240316130010,386.39293
20240316131010,383.83366
20240316132010,396.33081
20240316133010,393.47036
20240316134010,402.09667
20240316135010,401.3951
20240316140010,284.9202
20240316141010,266.69268
20240316142010,263.39119
20240316143010,263.192
20240316144010,255.20032
20240316145010,259.68734
20240316150010,302.94174
20240316151010,317.24364
20240316152010,323.10133
20240316153010,256.38097
20240316154010,237.20243
20240316155010,244.05036
20240316160010,751.02651
20240316161010,890.30108
20240316162010,967.14242
20240316163010,964.30448
20240316164010,932.62259
20240316165010,806.69662
20240324090010,397.39957
20240324091010,304.47878
20240324092010,245.31101
20240324093010,332.30826
20240324094010,614.476
20240324095010,612.65081
20240324100010,633.90204
20240324101010,719.73811
20240324102010,678.23608
20240324103010,565.25832
20240324104010,538.10581
20240324105010,571.37556
20240324110010,583.38978
20240324111010,537.23746
20240324112010,537.98238
20240324113010,575.3863
20240324114010,520.49163
20240324115010,436.25488
20240324120010,457.7609
20240324121010,460.84549
20240324122010,550.64605
20240324123010,462.33885
20240324124010,375.53169
20240324125010,367.74132
20240324130010,386.39293
20240324131010,383.83366
20240324132010,396.33081
20240324133010,393.47036
20240324134010,402.09667
20240324135010,401.3951
20240324140010,284.9202
20240324141010,266.69268
20240324142010,263.39119
20240324143010,263.192
20240324144010,255.20032
20240324145010,259.68734
20240324150010,302.94174
20240324151010,317.24364
